Time_s,Sensor2_EMG1,Sensor1_EMG1,Sensor6_EMG1,Sensor13_EMG1,Sensor3_EMG1,Sensor4_EMG1,Sensor5_EMG1,Sensor7_EMG1,Sensor8_EMG1,Sensor9_EMG1,Sensor10_EMG1,Sensor11_EMG1,Sensor12_EMG1,Sensor14_EMG1
0.398885350318471,0.0257005048230582,0.0447722474865871,0.0556068242407925,0.0732934883941699,0.0104143957230834,0.0124566418839573,0.0989029460653667,0.0400760752378806,0.0543217518697304,0.0778000411597002,0.00770418932536408,0.0417627244612606,0.048188497564678,0.0643778939071903
0.414808917197452,0.0248978312909619,0.0455405872072532,0.0525320025636871,0.0712581407584061,0.0102506323083325,0.012348029187447,0.0981264966937745,0.0389471830906912,0.0545169157283721,0.0777522382870545,0.00771009650774908,0.0411872874318059,0.0475731355014432,0.0638817272537506
0.430732484076433,0.0262932226564952,0.0463034330912482,0.0527587826200837,0.0702837134504644,0.0105288108458463,0.0123603954813798,0.0977723551441862,0.0407629778185829,0.0549812388426444,0.0772720953458761,0.00777859199566378,0.0410586475638427,0.047796006535116,0.0688566766315274
0.446656050955414,0.0262479422576406,0.0465816282326431,0.0529775855033251,0.07010747432464,0.0106121892830483,0.0123312514840845,0.100341123987983,0.0407651923168282,0.0557374365498035,0.0767770489398944,0.00778960882900572,0.0414011731905305,0.0479076001651354,0.0690535553070361
0.462579617834395,0.0268146229550688,0.0468261698670768,0.0537005537357976,0.0703796887437389,0.0107905562428973,0.0123972006890779,0.100726544969061,0.0409898099172026,0.0564012469405898,0.0766592705377092,0.00787191260529277,0.0414547550744002,0.0482494270417639,0.0687466288575373
0.478503184713376,0.0268990609610498,0.0471590873168072,0.0539121223494984,0.0706379964400188,0.0107063856891707,0.0126011672477662,0.101092453554901,0.0409908269053174,0.0566853629386212,0.0766327177499778,0.00786293276870363,0.0408670985968069,0.0485953014431639,0.0689851356516907
0.494426751592357,0.0267623369634617,0.0472111683586507,0.0536159972345924,0.0691273330974898,0.0107124625396053,0.0125814541157249,0.100794691554486,0.0410554287795844,0.0567633093183322,0.0766337255881087,0.00786220797029031,0.0413993154877145,0.0489824271736302,0.0693090888736545
0.510350318471338,0.0265847185862414,0.0470231418551002,0.0535035803717941,0.068971938683764,0.0106844396020391,0.0126704658992196,0.100674255565888,0.0418461724560975,0.0562902022789422,0.0766142056913263,0.00793293736697235,0.0414584028334969,0.0490603837685232,0.0710328990449734
0.526273885350318,0.0258363142479513,0.0432675812327077,0.0534054187303496,0.0673070290790283,0.0104585995228834,0.012851940054355,0.0984419689145969,0.0418053682629538,0.0555489189031617,0.0765970354517916,0.00793830119249836,0.0411904540747276,0.0492939761192727,0.0701328668332922
0.542197452229299,0.0263424112826454,0.0442260797667001,0.0536363806017639,0.067895229736626,0.0106115228017687,0.0128275894975158,0.0980147197390313,0.0416258837681297,0.0579718840174709,0.0765981005597443,0.00791146851856152,0.0405521247782073,0.0505974494088914,0.0707632208361444
