Time_s,Sensor2_EMG1,Sensor1_EMG1,Sensor6_EMG1,Sensor13_EMG1,Sensor3_EMG1,Sensor4_EMG1,Sensor5_EMG1,Sensor7_EMG1,Sensor8_EMG1,Sensor9_EMG1,Sensor10_EMG1,Sensor11_EMG1,Sensor12_EMG1,Sensor14_EMG1
0.398885350318471,0.0301831466731438,0.0432732115680626,0.127233872320497,0.149902323147663,0.112270615328896,0.125974851465526,0.0837693761318361,0.138232998494151,0.0793888293455594,0.0514570312271518,0.12012691864568,0.134837523284482,0.121307585014304,0.116213632759115
0.414808917197452,0.0301839264190438,0.0432283932972407,0.127604279903881,0.151131855508645,0.112523897856893,0.125944261962875,0.0838026688121822,0.142555522842611,0.0794030957274781,0.0513650344430683,0.120150052026709,0.134806689504965,0.121333962076802,0.116533483168277
0.430732484076433,0.0301787728865726,0.0431349504053957,0.127710553579598,0.150495220726902,0.111670661576744,0.125806645400408,0.0838774385692583,0.142717974165989,0.0780807101034517,0.0514199568266443,0.120153580277085,0.134843961088879,0.121266690043021,0.116312893385768
0.446656050955414,0.0273671355903261,0.0430802632086935,0.129797295970828,0.153213935255764,0.111594281793719,0.125967548500898,0.0843844928707039,0.143323347450229,0.0782304189625889,0.0493434806430858,0.120167542624926,0.135021470098723,0.121452066052778,0.117251076540695
0.462579617834395,0.0265872967340085,0.0431946191879529,0.131190725741102,0.153924978221399,0.111828814694787,0.124421825404638,0.0861656387131412,0.143230890116163,0.0797144418379083,0.0498333274760854,0.120074063565751,0.13493653882434,0.124583037016329,0.117675637148413
0.478503184713376,0.0470042506997616,0.0433056496698321,0.134324771280184,0.155124721638629,0.112292108222995,0.123561790590766,0.0853244690887116,0.142353049762665,0.0795324521770652,0.055494640330995,0.117381512300974,0.134397466464941,0.124848102498991,0.117564063521774
0.494426751592357,0.0627639159386773,0.0432531111205377,0.135823487572378,0.153455416873761,0.114792009311248,0.120273760299571,0.0859146018742601,0.140969851664501,0.0811244024882718,0.072731138241052,0.110524805233322,0.131038281728154,0.126402452549276,0.117355028114278
0.510350318471338,0.0830095610099351,0.0439712850376552,0.136359944091229,0.153618219776483,0.116593783484166,0.120030167295601,0.0887283210469623,0.142135744434177,0.0846128829602158,0.0869908950290506,0.110539780616015,0.133205434571,0.127812208820145,0.114025910519476
0.526273885350318,0.0831886995691185,0.0446074950554226,0.136580741903473,0.15489414466347,0.115800136448783,0.120086747230224,0.0916955950951761,0.145563537462675,0.0867088988911684,0.0885097049823633,0.110758170836729,0.136644812509845,0.129735433973368,0.11555366362062
0.542197452229299,0.0836011759346088,0.0448573597227864,0.137071161006466,0.156769985937865,0.117338738654966,0.120957738752119,0.0965976046903876,0.144566522935364,0.0900060093749293,0.0910254456825388,0.111060982731864,0.141800820045052,0.133517687957733,0.120516499316237
0.55812101910828,0.0837836855414099,0.0454453205668999,0.138475058943906,0.155696727273958,0.125561770192749,0.120286812801492,0.0982153464340812,0.144988652062159,0.0907106191266425,0.0915083674810784,0.108770864124291,0.142686177628282,0.134317650077384,0.119542211748451
0.574044585987261,0.0840528906240517,0.0453068283343019,0.139874048363453,0.156615422405821,0.127381427583197,0.120510506207008,0.0964057871841995,0.145109344741551,0.0876444608657415,0.0902417639285683,0.110462871215783,0.141846066751435,0.134008723023063,0.121099257946579
0.589968152866242,0.0849066245685086,0.0454562027068816,0.139843094964726,0.157945504168741,0.126936524089473,0.117463997905999,0.0962387457541489,0.144486017194199,0.0862293441485174,0.0900276653535858,0.0970046428499958,0.144515661117198,0.134440451216107,0.120526980247068
0.605891719745223,0.0858926105854327,0.0430347232316699,0.138574492059404,0.156428873079374,0.125989520798965,0.112112088733743,0.0944670037451924,0.147599772575951,0.0851049160744917,0.0910754066468568,0.0954870149804059,0.143173487412935,0.135077222105068,0.125124584696612
